record_id,title,author,date,place,country,language,publisher,genre,n_annotations
14897267,"Aardrijkskundig Woordenboek der Nederlanden, bijeengebragt door A. J. van der Aa, onder medewerking van eenige Vaderlandsche Geleerden","Aa, A. J. van der",1840,Gorinchem,,Dutch,,Non-fiction,1
14905130,Riksdagen i Gefle 1792. Akademisk afhandling,"Almquist, Johan Axel",1895,Upsala,,Swedish,,Non-fiction,1
14905139,Bidrag till kännedomen om Sveriges tillstånd på Karl XII.'s tid,"Axelson, Gustaf Edvard",1888,Visby,,Swedish,,Non-fiction,1
14905149,"Bidrag till den inre statsförvaltningens historia under Gustaf den Förste hufvudsakligen i afseende på Småland, etc","Berg, Gustaf",1893,Stockholm,,Swedish,,Non-fiction,1
14905151,Minnes-bilder,"Beskow, Bernhard von, Baron",1860,Stockholm,,Swedish,,Non-fiction,1
14905154,"Bilder aus der Ambassadorenherrschaft in Solothurn, 1554-1791, und der Einfall der Franzosen, 1798","Bloch, Gilbert",1898,Biel,,German,,Fiction,2
14905164,"Sveriges inre styrelse under Gustaf IV Adolfs förmyndare-regering. Akademisk afhandling, etc","Brissman, Axel",1888,Lund,,Swedish,,Non-fiction,1
14905184,Sveriges historia under Gustaf II Adolphs regering,"Cronholm, Abraham Peter",1857,Stockholm,,Swedish,,Non-fiction,1
14905194,Geschichte Krains von der ältesten Zeit bis auf das Jahr 1813. Mit besonderer Rücksicht auf Culturentwicklung,"Dimitz, August",1874,Laibach,,German,,Non-fiction,2
14905200,"Der dreissigjährige Krieg, vom militärischen Standpunkte aus beleuchtet, etc","Du Jarrys de La Roche, Carl, Baron",1848,Schaffhausen,,German,,Non-fiction,2
14905211,"Om förandringen af Sveriges allianssystem åren 1680-1682 i dess sammenhang med de Europeiska förvecklingarna, etc","Fåhræus, Gustaf Rudolf",1891,Upsala,,Swedish,,Non-fiction,1
14905214,Norges Historie til Brug ved Ungdommens Underviisning. Tredie forbedrede Oplag,"Faye, Andreas",1842,Christiania,,Danish,,Non-fiction,1
14905242,"Foredrag over Norges Historie i 1814, etc","Gregersen, Niels Jörgen",1889,Trondhjem,,Danish,,Non-fiction,1
14905267,Sveriges ställning till Utlandet närmast efter 1772 ärs statshvälfning Akademisk afhandling,"Hjelt, August Johannes",1887,Helsingfors,,Swedish,,Non-fiction,1
14905269,Danmark-Norges udenrigske Historie ... fra 1791 til 1807,"Holm, Edvard",1875,Kjøbenhavn,,Danish,,Non-fiction,1
14905280,Nyköpings Minnen,"Indebetou, Harald Otto",1874,Nyköping,,Swedish,,Non-fiction,1
14905285,Den første slesvigske Krig 1848-50,"Jensen, Niels Peder",1898,København,,Danish,,Non-fiction,1
14905289,Historiske Afhandlinger,"Jørgensen, Adolf Ditlev",1898,København,,Danish,,Non-fiction,1
14905293,Die Entstehung des österreichischen Deutschthums,"Kaemmel, Otto",1879,Leipzig,,German,,Non-fiction,2
14905302,Itinerar Kaiser Heinrichs IV. Nach den Quellen bearbeitet,"Kilian, Eugen",1886,Karlsruhe,,German,,Non-fiction,2
14905321,Fra Krigens Tid (1807-1814) . Bidrag til den norske Marines Historie. Samlede og udgivne af N. A. L [from Reports in the Marinekommandos Arkiv.],"Larsen, Nicolai August",1878,Christiania,,Danish,,Non-fiction,1
14905339,Smärre skrifter rörande sjuttonhundratalets historia,"Malmström, Carl Gustaf",1889,Stockholm,,Swedish,,Non-fiction,1
14905341,Samuel Pufendorf och hans arbeten i Sveriges historia,"Malmström, Oscar",1899,Stockholm,,Swedish,,Non-fiction,1
14905343,Fälttåget i Norge år 1814. Kritisk belysning ... Med Karta öfver Krigsskådeplatsen,"Mankell, Julius",1887,Stockholm,,Swedish,,Non-fiction,1
14905344,Ofversigt af svenska krigens och krigsinrättningarnes historia,"Mankell, Julius",1903,Stockholm,,Swedish,,Non-fiction,1
14905382,A magyarok története : kiváló tekintettel a világtörténet egykoru fontosb eseményeire és a műveltség fejlődésére,"Neumann, Soma A.",1879,Budapest,Hungary,Hungarian,Tettey Nándor és Társa,Non-fiction,1
14905435,Svea Rikes Historia från de äldsta tider till Konung Carl XII. s död. (Öfversatt af A. M. Strinnholm.),"Ruehs, Christian Friedrich",1823,Stockholm,,Swedish,,Non-fiction,1
14905441,"Nordens första storhetstid, omkring 800-1066, etc","Sandström, Anna",1894,Stockholm,,Swedish,,Non-fiction,1
14905443,Udsigt over den norske Historie,"Sars, Johan Ernst Welhaven",1873,Christiania  Kjobenhavn,,Danish,,Non-fiction,1
14905469,"Historiskt Bibliotek, utgifvet af C. Silfverstolpe","Silfverstolpe, Carl",1875,Stockholm,,Swedish,,Non-fiction,1
14905471,Kjøbenhavns Belejring og Fyens Gjenerobring ... 1658-59. Efter Forfatterens Død samlede af P. Fr. Rist og H. w. Harbou,"Sörensen, Sören Anton",1896,Kjøbenhavn,,Danish,,Non-fiction,1
14905478,Handlingar rörande Skandinaviens Historia,Kungliga Samfundet för Utgivande av Handskrifter rörande Skandinaviens Historia (Stockholm),1816,Stockholm,,Swedish,,Non-fiction,1
14905481,Sveriges Historia i Sammandrag,"Strinnholm, Anders Magnus",1857,Stockholm,,Swedish,,Non-fiction,1
14905483,Bidrag till Skandinaviens historia ur utländska arkiver samlade och utgifna af C. G. S,"Styffe, Carl Gustaf",1859,Stockholm,,Swedish,,Non-fiction,1
14905486,"Sveriges Historia från äldsta tid till våra dagar, etc",Sweden,1877,Stockholm,,Swedish,,Non-fiction,1
14905502,Sjöförsvarsfrågans utveckling i Sverge efter 1809,"Tidander, L. G. T.",1896,Karlshamn,,Swedish,,Non-fiction,1
14905512,"Den nordiske Syvaarskrig, 1563-1570","Vaupell, Otto Frederik von",1891,Kjøbenhavn,,Danish,,Non-fiction,1
14905519,Tages-Chronik des Jahres 1848,"W, J.",1848,Frankfurt am Main,,German,,Non-fiction,2
14905521,"Skånska Kommissionen af 1669-1670, etc. (Bilagvr.)","Wagner, S.",1886,Lund,,Swedish,,Non-fiction,1
14905530,"Sveriges förhållande till Siebenbürgen, 1623-1648","Wibling, Carl",1890,Lund,,Swedish,,Non-fiction,1
14905534,"Nordiske Heltesagaer (Saga om Vølsungerne.-Fortælling om Norne-Gest.-Hervørs og Hejdrks saga, etc. Paa Dansk ved F. W. H)","Winkel Horn, Frederik",1876,Kjøbenhavn,,Danish,Samfundet til den danske Litteraturs Fremme,Non-fiction,1
14905540,Nordens Forhistorie. Efter samtidige mindesmærker,"Worsaae, Jens Jacob Asmussen",1881,Kjøbenhavn,,Danish,,Non-fiction,1
14905545,"Grundläggningen af det svenska väldet i hertigdömena Bremen och Verden. Akademisk afhandling, etc","Zetterqvist, Edvard Alexander",1891,Oskarshamn,,Swedish,,Non-fiction,1
14912184,Görgei : visszhangok a cáfolatokra,"Asserman, Ferenc",1868,Pest,,Hungarian,,Non-fiction,1
14912293,"Bilder aus der Geschichte Sachsens, oder die wichtigsten und merkwürdigsten Momente und Ereignisse aus der Geschichte Sachsens. Zur Unterhaltung und Belehrung für Jung und Alt erzählt und herausgegeben von J. C. Deutrich [With plates.]","Deutrich, Johann Constantin",1858,Neu-Gersdorf,,German,,Non-fiction,2
14912392,Geschichtliche Bilder und Skizzen,"Heigel, Carl Theodor von",1897,München,,German,,Non-fiction,2
14912409,Magyarország történelme,"Horváth, Mihály",,Pesten,Hungary,Hungarian,,Non-fiction,1
14912419,"Magyarország története, 1490-1606","Istvánffy, Miklós",1871,Debreczen,Hungary,Hungarian,ifj. Csáthy Károly,Non-fiction,1
14912421,"Schleswig-Holsteins Befreiung. Herausgegeben aus dem Nachlass des Professors Karl Jansen und ergänzt von Karl Samwer, etc","Jansen, Carl, of Kiel",1897,Wiesbaden,,German,,Non-fiction,2
14912425,Der Anteil Graubündens am Schwabenkrieg. Festschrift zur Calvenfeier. (Geschichtliche Darstellung von C. Jecklin. Berichte und Urkunden zusammengestellt von F. Jecklin.),"Jecklin, Constanz",1899,Davos,,German,,Fiction,2
14912498,Tre år under och efter Ungerns Frihetsstrid,"Manovill, Samv",1851,Stockholm,,Swedish,,Non-fiction,1
14912553,Neue vaterländische Literatur. Eine Fortsetzung älterer historisch-statistischer Bibliotheken der Hannoverschen Lande bis zum Jahre 1807,"Ompteda, Friedrich August von, Baron",1810,Hannover,,German,,Non-fiction,2
14912578,Herinneringen uit Pruisens Geschiedenis,"Pierson, Allard",1872,Arnhem,,Dutch,,Non-fiction,1
14912641,Urkunden zur Geschichte der Stadt Schleiz im Mittelalter. Erläutert von Dr. J. Alberti,Geschichts- und Alterthums-Verein (Schleiz),1882,Schleiz,,German,,Non-fiction,2
14912739,Kurhessen seit dem Freiheitskriege,"Wippermann, Carl Wilhelm, of Cassel",1850,Cassel,,German,,Non-fiction,2
14919135,"Om oroligheterna i Småland och Vestergǒtland år 1529. Akademisk afhandling, etc","Ahlqvist, Alfred Gustaf",1863,Upsala,,Swedish,,Non-fiction,1
14919137,"Praes. De variis reipublicæ Suio-gothicæ regendæ formulis, disquisitio historica, etc. Resp. J. Petersson","Almqvist, Johan Magnus",1823,Londini Gothorum,,Danish  Latin  Swedish,,Non-fiction,1
14919140,Resningen 1568 : en historisk studie,"Annerstedt, Thure",1880,Göteborg,,Swedish,,Non-fiction,1
14919145,Forelæsninger over Nordens Historie. Dl. 1,"Barfod, Povl Frederik",1876,København,,Danish,,Non-fiction,1
14919146,Fortællinger af Fædrelandets Historie,"Barfod, Povl Frederik",1867,Kjøbenhavn,,Danish,,Non-fiction,1
14919148,Bondekrigen. Tidsbilleder fra det femtende Aarhundrede,"Becker, Tyge Alexander",1858,Kjøbenhavn,,Danish,,Non-fiction,1
14919151,"The Siege of Ostend: or, the New Troy ... Reprinted from the 'Proceedings of the Huguenot Society,' etc [With plates and a map.]","Belleroche, Edward",1892,London,England,English,,Non-fiction,3
14919155,"Kriget i Norge 1814 ... Med 3 kartor, etc","Björlin, Johan Gustaf",1893,Stockholm,,Swedish,,Non-fiction,1
14919156,"Kriget mot Danmark 1675-1679 ... Med porträtt, kartor, etc","Björlin, Johan Gustaf",1885,Stockholm,,Swedish,,Non-fiction,1
14919157,Begivenhederne i Norden i Efteraaret 1788. En historisk Skitse,"Blangstrup, Johan Christian",1889,Kjøbenhavn,,Danish,,Non-fiction,1
14919158,Lærebog i Historien til Brug for Realskoler ... Tredie Udgave. (Tillæg.),"Bloch, Valdemar Antonius",1876,Kjøbenhavn,,Danish,,Non-fiction,1
14919159,Herinneringen van een oud-officier uit het tijdvak van 1793 tot en met 1815. In verband met de viering van het halve eeuwgetijde der herstelling van Neêrland's onafhankelijkheid,"Boisminart, Willem Pieter d'Auzon de",1863,Amsterdam,,Dutch,,Fiction,1
14919161,De Verdediging van Nederland in 1629. Eene bijdrage tot de geschiedenis van het Vaderland. Voor een groot deel uit onuitgegeven bescheiden zamengesteld [With a map.],"Bordes, J. P. de (Jan Philip)",1856,Utrecht,,Dutch  French,,Fiction,1
14919164,Betwiste bijzonderheden op het gebied der studie van de geschiedenis van ons vaderland,"Brill, Willem Gerrit",1889,Utrecht,,Dutch,,Non-fiction,1
14919166,De Eerste jaren der Nederlandsche Revolutie. 1555-1568. Portretten en tafereelen,"Brink, Jan ten, Professor at the University of Leyden",1882,Rotterdam,,Dutch,,Non-fiction,1
14919169,Sebastian Bürster's Beschreibung des Schwedischen Krieges 1630-1647. Nach der Original-Handschrift ... herausgegeben von Dr. Friedrich von Weech,"Buerster, Sebastian",1875,Leipzig,,Danish,,Non-fiction,1
14919173,"Om orsakerna till Konung Carl X Gustafs anfall på Danmark i Augusti 1658. Akademisk afhandling, etc [pt. 2 by Johan Gustaf af Geijerstam the Elder.] Praes. W. E. Svedelius","Burenstam, Carl Johan Reinhold",1854,Stockholm,,Swedish,,Non-fiction,1
14919174,"Anteckningar, förda under tiden från år 1785 till år 1816 jemte relation om Savolaksbrigadens operationer under 1808 och 1809 års krig, etc [Edited by C. J. Burman.]","Burman, Johan Jakob",1865,Stockholm,,Swedish,,Non-fiction,1
14919175,"Redevoering over het oogpunt, waaruit in den tegenwoordigen tijd de beoefening der vaderlandsche geschiedenis moet beschouwd worden","Cappelle, Johannes Pieter van",1819,Amsterdam,,Dutch,,Fiction,1
14919176,Berättelse om Riksdagen 1680,"Carlson, Fredrik Ferdinand",1860,Stockholm,,Swedish,,Non-fiction,1
14919179,Skildringar ur Finlands nyare historia ... Första samlingen,"Castrén, Robert",1881,Helsingfors,,Swedish,,Non-fiction,1
14919184,Unionskongerne og Hansestæderne 1439-1466,"Christensen, William",1895,København,,Danish,,Non-fiction,1
14919188,"Grönlands historiske Mindesmærker, etc [Edited by C. C. Rafn, F. Magnússon and others.]",Kongelige Nordiske oldskriftselskab (Denmark),1838,Kjøbenhavn,,Danish  Icelandic,,Non-fiction,1
14919189,"Skånes politiska historia, efter tryckta och otryckta källor","Cronholm, Abraham Peter",1847,Lund,,Swedish,,Non-fiction,1
14919194,Het Jaar 1566. Eene historische proeve uit den Nederlandschen vrijheidsoorlog. Meerendeels naar onuitgegeven bescheiden bewerkt door M. L. van Deventer. Met een voorwoord van Dr. R. C. Bakhuizen van den Brink,"Deventer, Marinus Lodewijk van",1856,'s Gravenhage,,Dutch,,Non-fiction,1
14919205,Valdemarernes Storhedstid. Studier og Omrids,"Erslev, Kristian Sofus August",1898,København,,Danish,,Non-fiction,1
14919206,Ferbindelserne mellem Norden og den Spanske Halvø i ældre Tider,"Fabricius, Adam Kristoffer",1882,Kjøbenhavn,,Danish,,Non-fiction,1
14919208,Sverige och Danmark 1680-1682. Ett bidrag till Skandinavismens Historia,"Fåhræus, Gustaf Rudolf",1897,Stockholm,,Swedish,,Non-fiction,1
14919215,Sveriges inre Historia från Gustaf den förste met sänskildt afseende på förvaltning och ekonomi,"Forssell, Hans Ludvig",1869,Stockholm,,Swedish,,Non-fiction,1
14919219,Den dansk-norske Sömagts Historie 1700-1814,"Garde, Hans Georg",1852,Kjöbenhavn,,Swedish,,Non-fiction,1
14919221,"De Bestorming der vesting Bergen op Zoom, op den 8sten Maart 1814, beschreven [Edited by L. J. F. Janssen.]","Gorkum, Jan Egbertus van",1862,Leiden,,Dutch,,Non-fiction,1
14919223,Uwe Jens Lorsen. En politisk historisk Studie,"Graae, Th",1891,Kiøbenhavn,,Danish,,Non-fiction,1
14919226,Inventaris van het Archief der stad Haarlem opgemaakt door Mr. A. J. Enschedé. afd. 1,Gemeente-Archief (Haarlem),1865,Haarlem,,Dutch,,Non-fiction,1
14919228,Danmark i Valdemarernes Tid. (Danmark under de nordiske Rigers Forening.),"Hammerich, Peter Fredrik Adolph",1847,Kjobenhavn,,Danish,,Non-fiction,1
14919232,Slesvigkske Tilstande og Stemminger under den Tydske Besættelse 1864,"Hansen, Mourits Mörk",1865,Kjöbenhavn,,Danish,,Non-fiction,1
14919235,Kristiern den anden i Norge og hans Fængsling. Et historisk Undersøgelse,"Heise, Carl Arnold Leopold",1877,Kjøbenhavn,,Danish,,Non-fiction,1
14919240,Lifvet på Island i Sagotiden,"Hildebrand, Hans Olof Hildebrand",1867,Stockholm,,Swedish,,Non-fiction,1
14919241,"Svenska Statsförfattningens historiska utveckling, etc","Hildebrand, Henrik Robert Theodor Emil",1896,Stockholm,,Swedish,,Non-fiction,1
14919244,"Leydens Wee en Zegepraal 1573-1574, etc","Hofdijk, Willem Jacobs",1874,Leiden,,Dutch,,Non-fiction,1
14919245,Konge og Danehof i det 13. og 14. Aarhundrede ... Første Bind: Kong Erik Glippings Haandfæstning og Rigslove,"Holberg, Ludvig, advocate",1895,Kjøbenhavn,,Danish,,Non-fiction,1
14919247,Nordbon under Hednatiden. Populär framställning af våra förfäders äldsta kultur,"Holmberg, Axel Emanuel",1852,Stockholm,,Swedish,,Non-fiction,1
14919248,"Felttogene, 1848, 49, 50","Holst, Vilhelm",1852,Kjøbenhavn,,Danish,,Non-fiction,1
14919254,"Danktoon van een ouden Scheveninger, die den Stadhouder zag heengaan. 1795-1865","Jager, T. de",1865,'s Gravenhage,,Dutch,,Non-fiction,1
14919256,Bidrag til Nordens Historie i Middelalderen,"Jørgensen, Adolf Ditlev",1871,København,,Danish,,Non-fiction,1
14919257,"Regeringsskiftet 1784. Fremstillinger og Aktstykker ... til Minde om den Regering som løste Bondens Stavnsbaand, etc [Edited by A. D. Jörgensen.]","Jørgensen, Adolf Ditlev",1888,Kjøbenhavn,,Danish,,Non-fiction,1
14919258,"De Omwenteling van 1813: bijdragen tot de geschiedenis der Revolutie, met inleiding en aanteekeningen","Jorissen, Thomas Theodoor Hendrik",1867,Groningen,,Dutch,,Fiction,1
14919262,Frederik den Sjettes Udsoning med Napoleon. Breve fra Kancellipræsident Kaas under hans Sendelse til det franske Hovedvarter i Maj og Juni 1813,"Kaas, Frederik Julius",1894,Kjøbenhavn,,Danish  Latin  Swedish,,Non-fiction,1
14919268,"Om Svearnes invandring och Sveriges beröring med länderna öster om Östersjön i äldsta tider. Akademisk Afhandling, etc","Kjellmark, Bernhard Agathon",1857,Upsala,,Swedish,,Non-fiction,1
14919273,De handelingen der Commissie voor het Nationaal Gedenkteeken getoetst aan de authentieke stukken,"Koelman, Johan Philip",1868,'s Gravenhage,,Dutch,,Fiction,1
14919291,"Kalmarkrigen. Et Bidrag til de nordiske Rigers Krigshistorie, etc [With a chart.]","Larsen, Axel",1889,Kjøbenhavn,,Danish,,Non-fiction,1
14919294,Een woord over het Haagsche Gedenkteeken voor November 1813,"Lennep, J. van (Jacob)",1864,Amsterdam,,Dutch,,Non-fiction,1
14919297,Militair-historische Schetsen. Over de noodzakelijkheid van de kennis der krijgsgeschiedenis. Land- en Zeemacht in de 18e eeuw,"Leur, A. R. Kraijenhoff van de",1890,'s Gravenhage,,Dutch,,Non-fiction,1
14919298,"Sveriges förhållande till Österrike under Ferdinand III.S sista regeringsår, 1655-57, samt bidrag till teckningen af kejserliga sändebudet Friherre Frans Paul von Lisola som diplomat och statsman, etc","Levin-Carlbom, Johan",1898,Göteborg,,Swedish,,Non-fiction,1
14919302,Minnen och anteckningar öfver kriget i Danmark 1864. Med fyra kartor,"Lindberg, Julius Frans Otto",1867,Alingsås,,Swedish,,Non-fiction,1
14919303,"Om Gustav II. Adolfs regering såsom epokgörande i afseende på representationen. Akademisk Afhandling, etc","Lindgren, Carl Ludvig",1857,Upsala,,Swedish,,Non-fiction,1
14919304,"Bidrag till historien om Gotland såsom hörande till Drottning Christinas underhållsländer ... Afhandling ... J. H. Schröder, etc","Lindström, Gustaf",1854,Upsala,,Danish  French  Swedish,,Non-fiction,1
14919309,Aujala-förbundet. Bidrag till dess historia,"Malmanen, Maunu",1848,Stockholm,,Swedish,,Non-fiction,1
14919310,"Sveriges Politiska Historia ... Andra upplagan, delvis omarbetad","Malmström, Carl Gustaf",1901,Stockholm,,Swedish,,Non-fiction,1
14919312,Erik XIV:s Fall. Historisk berättelse ... Med porträtt af Konung Erik XIV,"Mankell, Julius",1876,Stockholm,,Swedish,,Non-fiction,1
14919313,Om Gustaf II. Adolfs Politik. Historisk Afhandling ... Med Karta,"Mankell, Julius",1881,Stockholm,,Swedish,,Non-fiction,1
14919322,"Berättelser från 1864 års Danska krig samt om deri deltagande Svenska, Norska och Finska fribilliga samlade och utgifna af A. W. M, etc","Möller, A. W., of Stockholm",1865,Jönköping,,Swedish,,Non-fiction,1
14919323,"Bidrag till Sveriges historia, utgifna af Dr. E. V. M. vol. 1-4","Montan, E. V.",1877,Stockholm,,Swedish,,Non-fiction,1
14919330,Svenska Statsförfattningens historiska utveckling,"Naumann, Christian",1866,Stockholm,,Swedish,,Non-fiction,1
14919336,Bidrag til Norges og Sveriges Historie 1812-1816,"Nielsen, Yngvar",1869,Christiania,,Danish,,Non-fiction,1
14919338,"Blad ur Konung Gustaf den tredjes historia. Några ord om sammansvärjningen år 1792, etc","Nilsson, Olof",1873,Malmö,,Swedish,,Non-fiction,1
14919339,"besørget af F. Barfod, etc","Nissen, J.",1862,Kjøbenhavn,,Danish,,Non-fiction,1
14919340,"Statholderskabets Extraktprotokol af Supplicationer og Resolutioner, 1642-1652","Norway, Riksarkivet",1901,Christiania,,Danish,,Non-fiction,1
14919342,Geschiedenis van het beleg en ontzet van Leiden in 1574. ... Mit eene kaart van het beleg,"Nuijens, Willem Johannes Franciscus",1874,Leiden,,Dutch,,Fiction,1
14919344,Om den Svenske konungens Domsrätt under k. Magnus Eriksson och Albrekt af Meklenburg. 1319-1389. Ett bidrag till Sveriges inre historia,"Ödberg, Fridolf",1875,Stockholm,,Swedish,,Non-fiction,1
14919345,Sveriges inre Historia under Drottning Christinas Förmyndare,"Odhner, Clas Theodor",1865,Stockholm,,Swedish,,Non-fiction,1
14919347,Konge og Præstestand i den danske Middelalder,"Olrik, Hans",1892,København,,Danish,,Non-fiction,1
14919351,"Lærebog i Nordens Historie ... Med 10 ... Kort, etc","Ottosen, Johan",1893,København,,Danish,,Non-fiction,1
14919352,"Norges Historie, 1814-1902. Met et Omrids af Sveriges og Danmarks Historie i det 19de Aarhundrede","Øverland, Ole Andreas",1898,Kristiania,,Danish,,Non-fiction,1
14919353,"Beknopte geschiedenis des Boerenkrijgs, October-December 1798 ... Met eene voorrede van den ... Heer ... Muyldermans ... Tweede uitgaaf","Pallemaerts, J. Fr",1898,Mechelen,,Dutch,,Non-fiction,1
14919359,Oldsagen om Danske Konger ... Aftrykt af N. M. Petersens Sagnhistorie,"Petersen, Niels Matthias",1854,Kjøbenhavn,,Danish,,Non-fiction,1
14919360,Minder fra Øresundskysten. Historiske Skildringer,"Petersen, Richard, Pastor at Grevinga, Holbæk",1891,København,,Danish,,Non-fiction,1
14919374,De Boerenkrijg te Mechelen in 1798,"Rees, Aug. de",1898,Mechelen,,Dutch,,Non-fiction,1
14919375,"Till belysning af den Svensk-Norska Unionsförfattningen och dess tidigare utvecklingshistoria, etc","Reuterskiöld, Carl Ludvig August Axel",1893,Stockholm,,Danish,,Non-fiction,1
14919378,"Konung Carl den niondes fälttåg i Lifland år 1600 och forberedelserna der till ... Afhandling, etc","Rogberg, Carl",1859,Upsala,,Swedish,,Non-fiction,1
14919379,"Formerna för grundlagsfrågors behandling i Svenska Riksdagen 1809-1866, etc","Rönnblad, Ernst",1898,Upsala,,Swedish,,Non-fiction,1
14919380,Danmark i Aaret 1848. ... Ved Udvalget for Folke-Oplysnings Fremme,"Rosenberg, Carl Frederik Vilhelm Mathildus",1873,Kjøbenhavn,,Danish,,Non-fiction,1
14919381,"Hvorleds Norge blev selvstændigt: et Foredrag, etc","Rosenberg, Carl Frederik Vilhelm Mathildus",1866,Kjøbenhavn,,Danish  French  Swedish,,Non-fiction,2
14919384,1807-14. Studier til Københavns og Danmarks Historie,"Rubin, Marcus",1892,København,,Danish,,Non-fiction,1
14919385,"Frederik VI.'s Tid fra Kielerfreden til Kongens Død, etc","Rubin, Marcus",1895,København,,Danish,,Non-fiction,1
14919390,"Föreningen emellan Sverige och Norge, från historisk och statsrättslig synpunkt betraktad. (Bilagor.)","Rydin, Herman Ludvig",1863,Upsala,,Swedish,,Non-fiction,1
14919393,"Gutniska urkunder: Guta lag, Guta saga och Gotlands runinskrifter språkligt behandlade. Akademisk afhandling, etc","Säve, Carl",1859,Stockholm,,Swedish,,Non-fiction,1
14919398,"A. Schönberg's historiska bref om det Svenska Regeringssättet, i äldre och nyare tider. Utgifna [with 'Lefnadsteckning'] af A. J. Arwidsson. (Ny Upplaga.)","Schönberg, Anders",1849,Stockholm,,Swedish,,Non-fiction,1
14919399,Statssekreteraren E. Schröderheims anteckningar till Konung Gustaf III.'s historia; jemte brefvexling emellan Konungen och honom,"Schröderheim, Elis",1851,Örebro,,Swedish,,Non-fiction,1
14919400,Ur Finlands konstitutionella historia 1809-1863. Tre föredrag,"Schybergson, Magnus Gottfrid",1898,Helsingfors,,Swedish,,Non-fiction,1
14919404,Förteckning öfver Acta Svecica i Calendars of State Papers. ('A Collection of the State Papers of John Thurloe.'),"Setterwall, Nils Kristian",1889,Stockholm,,Swedish,,Non-fiction,1
14919411,"Brief ... aan Mr. H. Beijerman, betreffende zijn onderzoek: Met wat hart hebben de Staten van Holland en Oldenbarneveld den Graaf van Leycester in 1585 uit Engeland verwelkomd?","Siegenbeek, Matthijs",1847,Lieden,,Dutch,,Non-fiction,1
14919416,"Johann III. och Hertig Karl 1568-1575, etc","Söderqvist, Olof",1898,Uppsala,,Swedish,,Non-fiction,1
14919421,Den anden slesvigske Krig [With maps.],"Sörensen, Carl Theodor von",1883,Kjøbenhavn,,Danish,,Non-fiction,1
14919423,Om riksrådsvalen under frihetstiden. Bidrag till svenska riksrådets historia,"Stavenow, Ludvig Vilhelm Albert",1890,Upsala,,Swedish,,Non-fiction,1
14919424,"Danmarks Riges Historie af J. Steenstrup, Kr. Erslev, A. Heise, V. Mollerup, J. A. Fridericia, E. Holm, A. D. Jørgensen. Historisk illustreret","Steenstrup, Johannes C. H. R. (Johannes Christoffer Hagemann Reinhardt)",1907,København,,Danish,,Non-fiction,1
14919426,Professor Dr. C. Paludan-Müller og Kong Valdemars Jordebog. Endnu et Indlæg til Forsvar for Sidstnævnte,"Steenstrup, Johannes C. H. R. (Johannes Christoffer Hagemann Reinhardt)",1874,Kjøbenhavn,,Danish,,Non-fiction,1
14919428,Kritiske Bidrag til Vikingetidens Historie,"Storm, Gustav",1878,Kristiania,,Danish,,Non-fiction,1
14919431,Gustaf I.s Krönika. Fragment slutande med år 1533. Efter en originalhandskrift utgifven af G. E. Klemming,"Swart, Peder, Bishop of Westerås",1870,Stockholm,,Swedish,,Non-fiction,1
14919432,"Svenskt Diplomatarium, från och med år 1401, utgifvet af Riks-Archivet genom C. Silfverstolpe","Sweden, Riksarkivet",1875,Stockholm,,Latin  Swedish,,Non-fiction,1
14919433,Kronologiskt register öfver tryckta Handlingar i Swenska Historien [1156-1430],Sweden,1816,Stockholm,,Swedish,,Non-fiction,1
14919434,Expeditionen till Westerbotten 1809,"Swederus, Georg",1871,Stockholm,,Swedish,,Non-fiction,1
14919435,Konung Carl XIV. Johans Historia ... Första delen,"Swederus, Georg",1877,Stockholm,,Swedish,,Non-fiction,1
14919437,Nederland en Brandenburg in 1672 en 1673,"Sypesteyn, Jan Willem van",1863,'s Gravenhage,,Dutch,,Non-fiction,1
14919440,Bidrag till historien om Sveriges Krig med Ryssland åren 1741-1743,"Tengberg, Niklas August",1857,Lund,,Swedish,,Non-fiction,1
14919441,Konung Gustaf III.'s första regeringstid till och med 1772 ärs statshvälfning. Fragment af Gustaf III.'s historia af N. Tengberg. Utgifvet af C. T. Odhner,"Tengberg, Niklas August",1871,Lund,,Swedish,,Non-fiction,1
14919443,Bidrag till Svenska Riksdagarnes historia 1626-1629. Akademisk Afhandling,"Tham, Wilhelm, of Carlberg",1855,Stockholm,,Swedish,,Non-fiction,1
14919449,Christian den Fjerdes Skib paa Skanderborg Sø,"Troels-Lund, Troels Frederik",1893,Kjøbenhavn,,Danish,,Non-fiction,1
14919450,"Het verraad van George van Lalaing, graaf van Rennenburg, etc","Trosée, J. A. G. C.",1894,'s-Hertogenbosch,,Dutch  French,,Non-fiction,1
14919453,Skolar och föredrag i Carl Johans-Förbundet den 8 Mars åren 1848-51 (1852-1854),Carl Johans-Förbundet (Upsala),1852,Upsala,,Swedish,,Non-fiction,1
14919454,"Upsala Mötes Beslut af år 1593. Aftryckt efter 1593 års upplaga. (Confessio fidei. Thet är: then Christeliga Troos Bekännelse, hwilka Gudz försambling uthi Sweriges Rijke almänneliga trodtoch bekändt hafwer, etc.)","Upsala Möte, 1593 (Upsala)",1868,,,Swedish,Lund,Non-fiction,1
14919457,"Herregaardsskytterne i 1848. Met Illustrationer af K. Hansen-Reistrup, etc","Valentiner, Axel",1898,Kjøbenhavn,,Danish,,Non-fiction,1
