TextSnippet	MachineType	Date	Category	Humanness	Animacy	split
1.  2. many old ships as they had lost ; they also prepared a number of fishing barks, which they filled with archers and engines ; and thus they were in readiness to sail upon the first occasion.  Pompey, who was sensible of what importance it was to keep Cæsar employed in these parts, sentL.	engines	1823	machine is inanimate object without agency	0	0	test
There is a number of these women generally about the market-place who let their horses out for short journeys, of a league or two.  The machine in which passengers sit is formed of wooden bars, exactly in the shape of the letter W. The central angle is fitted down on the horse's back ; if there be two passengers, one sits in the inverted angle at one side, and one at the other, thus balancing each other like two panniers.  The fair proprietress follows behind on foot, and with her whip urges the horse along the road.	machine	1823	machine is inanimate object without agency	0	0	test
 Yes, I do — very much,' he replied, absently, as he walked upstairs carefully counting the steps, or else deep in some new calculation which my presence disturbed.  Time stole on, the dry winter dissolved sloAvly in the soft arms of spring, and the big boiler was a fact accomplished in the back-garden, and so Avas the boiler-house, and there Avere wires all over the establishment, and all leading into the top room where Erasmus Avorked on in the cause of science and human progress.  At last, towards Christmas time, he came down one evening, very pale and with his grey hair	boiler	1887	machine is inanimate object without agency	0	0	test
M. Rice was the principal owner.  Some years ago, in consequence of the general adoption of steel rails, the machinery and methods were changed to meet the demand, and steel rails were produced by the Bessemer process.  Coal and iron mines were acquired in Rhode Island, which gave this company a great advantage.	machinery	1893	machine is inanimate object without agency	0	0	test
They also copy any articles or ornaments in gold or silver with the greatest nicety and exactness.  The person you engage to work comes to your house, brings his apparatus with him, seats himself in the verandah, or any spare apartment, and makes whatever you wish before you.  The gold or silver with which he is to work he weighs, and returns in the article he has manufactured.	apparatus	1834	machine is instrument	0	0	test
Seaton carew, a pretty bathing village, stands upon the shore 11 miles to the southward of West Hartlepool, the pinnacles of its church tower (the chief object) showing over the houses.  a Life Boat and apparatus are stationed here for the succour of vessels stranded at the mouth of the Tees.  seaton lighthouses.	apparatus	1876	machine is inanimate object without agency	0	0	test
He listened politely to Grisell's introduction of Master Ridley, exchanged silent greetings with Vrow Clemence, and in- O O sisted on their coming into the chamber within, where a repast of cold pasty, marchpane, straw berries, and wine awaited them — to be eaten while as yet there was nothing to see save the expectant multitudes.  Moreover, he wanted to show Mistress Grisell, as one of the few who cared for it, the manuscripts he had collected on the history of Troy town, and likewise the strange machine on which he was experimenting for multiplying copies of the translation he had in hand, with blocks for the woodcuts which Grisell could not in conscience  xxviii THE PAGEANT 199 say would be as beautiful as the gorgeous illumina tions of his books.	machine	1893	machine is instrument	0	0	test
Another great power is now waiting the command of agriculture.  Steam cultivators, ploughs, thrashing and reaping machines, and other useful inventions, are now in that probationary state which usually precedes adoption.  That steam has already done for agricul ture more than agriculturists themselves are aware, may soon be demonstrated.	machines	1858	machine is inanimate object without agency	0	0	test
The Sydney and Suburban Tramway lines are likewise under the direction and control of the Railway Commissioners.  They are to a large extent street railways worked by steam motors, and it is remark able that with so many gradients, such sharp curves, and crowded streets there are so few accidents.  Two lines, however, are worked upon the cable system and one by electricity.	motors	1896	machine is agent (purpose/work)	0	0	test
A multitude of dogs, I could hear, fought over the bodies that lay darkly in the depth of the pit, far below me.  Across the pit on its further lip, flat and vast and strange, lay the great flying-machine with which they had been experimenting upon our denser atmosphere when decay and death arrested them.  Death had come not a day too soon.	machine	1898	machine is agent (movement)	0	0	test
.  10 10 0 Ditto petty expenses, i. e. for occasional assistance in keeping the gardens in order, cleaning hall and chapel, washing surplice, taking care of engine, and other small disbursements .  .	engine	1837	machine is inanimate object without agency	0	0	test
We went thence to the chemical apartment.  The servitor here, a man without education, has constructed all the apparatus.  He is an old gray-headed man, of a keen German countenance, and great simplicity of manners.	apparatus	1853	machine is inanimate object without agency	0	0	test
"Emboldened by the success which attended their first attempts at lawlessness, no pretext or apology seems now to be deemed re quisite, nor is any class exempt from outrage ; all alike are set upon by the self constituted theocracy, whose laavs, or rather whose conspiracies, are framed in dark corners, promulgated from the stand of tabernacle or church, and executed at midnight, or upon the highways, by an organized band of bravos and assassins, whose masters compel an outraged community to tolerate in their midst.  The result is that a considerable and highly respectable portion of the community, knoavn from the Atlantic to the Pacific, avhose enterprise is stimulated by a laud able desire to improve their fortunes by honorable exertions, are left helpless vic tims to outrage and oppression, liable at any moment to be stripped of their property or deprived of life, without the ability to put themselves under the pro tection of law, since all the courts that exist there at present are converted into engines and instruments of injustice.  ""For want of time I am compelled thus to generalize, but particular cases, with all the attendant circumstances, names of parties and localities are not wanting to savell the calendar of crime and outrage to limits that will, when pub lished, startle the conservative people of the States, and create a clamor which avill not be readily quelled ; and I have no doubt that the time is near at hand, and the elements rapidly combining to bring about a state of affairs which avill result in indiscriminate bloodshed, robbery and rapine, and which in a brief space of time will reduce that country to the condition of a hoavling wilderness."	engines	1886	machine as a system	0	0	test
Francis afterwards dined at the Eveche, where, in the presence of a numerous company, he declared in an animated speech, that he would sacrifice with his own hand any of his children who might be infected with the new heresies.  In the evening six wretches, who had been con victed of them, were burnt by means of a machine so constructed as to dip them repeatedly in the flames, till the fire having at length consumed the cords, they fell in and perished.  Others to the number of twenty-four were afterwards sacrificed in like manner.	machine	1861	machine is instrument	0	0	test
Cotton is spun by every individual, high and low, the king himself not excepted ; the instrument being a species of bobbin which can be used by the hand, even in walking.  The native method of weaving narrow webs of cloth, about six inches wide, is somewhat remarkable, the loom and other machinery being of the most rude and simple character.  There are also extensive dye-works, and iron and copper are fabricated into a variety of useful articles.	machinery	1879	machine is inanimate object without agency	0	0	test
"This is a nasty smash.""  With the help of the groom, who had come to look after the machine, he got Mrs. WThitf orde conveyed to her bedroom.  ""The leg is fractured, and our patient is suffering from shock."	machine	1895	machine is inanimate object without agency	0	0	test
quick rate, and for little money, net with a beautiful even mesh, as perfect as any hand-worked lace made in France.  The pillow-lace makers were full of wrath about this new invention, said it would deprive them of bread, and drove Mr. Heathcote and his machines out of the county.  But though Mr. Heathcote was gone, the pillow lace makers failed to get back their trade.	machines	1881	machine is inanimate object without agency	0	0	test
The lack of water at a station when waiting for a train, obliges the engineer to run back and forth upon the road ; and if a boat stops at a wharf, or is enveloped in a fog, the power that works the pump ceases with the engine.  But how is it when the engine itself breaks down, or the locomotive is embedded in a snow bank, as is sometimes the case ?  Why, the engineer must draw his fires to avoid ruining his boiler.	locomotive	1868	machine is agent (movement)	0	0	test
"In manufactures, "" the worst machinery is first set in motion, "" and every day its powers are improved by "" new inventions, and it is rendered capable "" of yielding a greater amount of produce "" with the same expense ; and as no limits "" can be assigned to the quantity of improved "" machinery that may be introduced, — as a "" million of steam-engines maybe constructed "" for the same, or rather for a less, propor "" tional expense than would be required for "" the construction of one, — competition "" never fails of reducing the price of manu "" factured commodities to the sum for which "" they may be produced according to the "" least expensive method.  In agriculture, "" on the contrary, the best machines, that is, "" the best soils, are brought first into use, and "" recourse is afterwards had to inferior soils, "" which require greater expenditure to make "" them yield the same supplies.""  Thus it appears, that, whilst the market price of commodities is regulated by the cheapest method of producing them, in all cases wherein unlimited quantities can be produced at the same comparative expense, it is regulated by the dearest method of pro ducing them in all cases wherein additional"	machines	1831	machine is instrument	0	0	test
The quantity of oil that cotton seed yields has been estimated at about one gallon to 100 pounds of seed.  The cotton in the seed undergoes an operation called ginning, performed by a machine discovered by an  SOIL AND CLIMATE.	machine	1833	machine is agent (purpose/work)	0	0	test
"Previous to 1833, the steamer "" Union "" plied on the route between Hawkesbury and Ottawa ; this boat was built in the year 181 9 and was commanded by Captain Grant ; Thomas Johnson, afterwards M.P., an extensive merchant at Vankleek Hill, was the purser.  This steamer was owned by some Montreal and Hawkesbury mer chants ; she had two heavy marine engines, side levers that had been imported by the Hon.  John Molson, grandfather to J. H. R. Molson of this city (Montreal)."	engines	1896	machine is inanimate object without agency	0	0	test
The only furniture of the place are the seats at the sides for the mourners, and that dark looking table in the centre where lies the being mourned.  This, by means of machinery, at the proper period descends down to the very floor of the catacombs below ; which consist of a main passage extending in the direction of the length of the chapel, and crossed by five others.  The walls of the latter are formed into a series of deep and broad arches, each of them divided off so as to suit the convenience of purchasers.	machinery	1841	machine is instrument	0	0	test
Indeed, in many cases, they were unconsciously adding fuel to the flames in their endeavours to extinguish them.  For as their sup plies of water were taken from the Flethe — the half ditches, half canals, which intersected this part of the city — and as the oil and other inflammable hquids stored in the houses burst their weak bonds when they became heated, and ran into these very courses, so were they drawn up with the water, and pumped by the engines into the flames, or on to the houses still untouched and which the firemen were labouring to save.  Thus all their toil seemed worse than useless.	engines	1867	machine is agent (purpose/work)	0	0	test
212 strength, and tossed his living burden from him so that it cleared the edge of the woodwork and was caught and placed in her father's arms.  Raspall was crying more for the accident than for his injured house, which was still smouldering, though the engine had at last put out the fire.  His child was safe, but he felt almost guilty for rejoicing that her life had been spared.	engine	1882	machine is agent (purpose/work)	0	0	test
Remembrance breaks me down.  )- The engines dashed up, and halted, With ladders, hose and all; The gallant brigade-boys vaulted The doomed, flame-gutted Avail.  When, hark!	engines	1897	machine is agent (movement)	0	0	test
Should that Government co-operate with the Transvaal in this matter, the proceeds will be devoted to the detection and suppression of thefts of, and illicit dealings in, gold.  mitted, render it necessary that there should be special legislation and special machinery for enforcing the law.  Recommendations will be submitted to the Chamber by the Executive Committee, and, should they be adopted, the Government will be asked to introduce a special bill next session.	machinery	1893	machine as a system	0	0	test
Then comes the weaving of linen goods, from the ordinary web to a piece of sheeting 130in.  wide — the damask, from towelling to the beautiful flowered patterns we use on dining-tables — and so on, through process after process, each one full of interest, until finally, as the dinner-hour rings, we see the last fold neatly given by a machine to a piece of linen in the lapping-room.  Aud then we stand aside to see the operatives pour out for a short' rest in their weary day's toil, and feel that a visit to a spinning mill awakens in one not alone interest in and admiration for all the wonderful powers of machinery, and for all that is necessary for the perfecting of the simplest article made for our daily use, but the visit also makes us think very deeply over the lives of those that toil — hard and painful lives for the many, with much wanting in them that might brighten and elevate — much that could be done by masters and teachers and preachers, but much more that only the people can do for them-.	machine	1891	machine is agent (purpose/work)	0	0	test
But before Eva could reply a sudden peal of thunder ripped up the sky above their heads, rattling away into range after range of distant hills.  And as the roar died out, a straight sheet of rain dropped down from the starless black overhead, and hissed upon the burning roof like a hundred engines letting off steam.  Stuart, Eva, and Terry were wet through in half a min ute ; and the fire — which had not been a tre mendous one after all, never having caught the walls or the rafters — - flickered, sank, and died out almost at once.	engines	1897	other	0	0	test
""" But in Annapolis we were yet a weary way off from our destination.  Still not a word from Government ‚Äî the telegraph torn down ‚Äî the locomotive disabled ‚Äî the rails displaced ‚Äî the bridges demolished ‚Äî and the road report ed in possession of the enemy.  Our position was still critical and trying."	locomotive	1865	machine is inanimate object without agency	0	0	test
The subsequent operations of heating the dollars in an oven, and afterwards stamping them, are performed in separate rooms.  The stamping-machines are six in number, each of which is capable of coining ten thousand two hundred dollars per day, which gives a total, when the whole are at work, of 61,200.  The screw is the power used, and two negroes, with an over seer, are occupied in using it.	machines	1825	machine is agent (purpose/work)	0	0	test
The dog-days in a Continental city are, every one knows, stupid and tiresome enough.  Every one has taken his departure either to his chateau, if he has one, or to the watering-places; the theatre has no attraction, even if the heat permitted one to visit it; the streets are empty, parched, and grass-grown; and except the arrival and departure of that incessant locomotive John Bull, there is no bustle or stir anywhere.  Hapless, indeed, is the condition then of the man who is condemned from any accident to toil through this dreary season; to wander about in solitude the places he has seen filled by pleasant company ; to behold the park and promenades given up to Flemish bonnes or Norman nurses, where he was wont to glad his eye with the sight of bright eyes and trim shapes, flitting past in all the tasty elegance of Parisian toilette; to see the lazy frotteur sleeping away his hours at the porte-cochere, which a month before thundered with the deep roll of equipage coming and going.	locomotive	1892	machine is agent (movement)	0	0	test
""" Oh, never mind that,"" I exclaimed. ""  I don't care what I go in ; the engine or the tender would do for me.""  The official smiled."	engine	1895	machine is inanimate object without agency	0	0	test
"I promised the boy, and I may be of some help, perhaps, in getting the poor u woman away. ""  I cannot let you go,"" said Louis, after a few minutes' delicious silence, as they ap proached the place where a dense crowd surrounded the now flaming building, where the engines were already busily at work. ""  Indeed you must,"" answered Ruth. """	engines	1873	machine is agent (purpose/work)	0	0	test
Mr. Samuel Crompton, station- master at Chapel Street Station, killed on the line.  In stepping out of the way of a goods train, he was caught and run over by a passenger engine.  ■ — November 19th.	engine	1888		0	0	test
People travel so generally nowadays, you see, sir.  And how much woe and ruin may be wrought by one ‚Äî but one, inebriated engine-driver !  And this was the reflection which occurred to me when I noticed the hazardous velocity with wiiich we were travelhng.	engine	1888	other	0	0	test
Not a bit of iron was to be discovered in this primeval piece of mechanism; and I watched anxiously to see it move.  Six pair of oxen drew it to the wheat field ; where a very moderate load being put on, it was necessary to yoke two addi tional pair to the unweildy machine, before it could be extricated from the earth and safely de posited with its contents at the barn.  The mode adopted for threshing the wheat and barley was also novel.	machine	1828	machine is inanimate object without agency	0	0	test
350 ALL ROUND THE WREKIN.  ran panting into a Little station just in time to hear the engine give its starting snort.  Stoppages are however favourable to observation, especially on Saturday, when the throng of rustic passengers is great.	engine	1860	machine is agent (movement)	0	0	test
599 31.  Arrest of the assassin, and discovery of the infernal machine, .  600 32.	machine	1853	machine is inanimate object without agency	0	0	test
He lay across the table, his arms clasping the bars of gold, his cheek pressed against them, crooning and muttering to himself.  Under the clear, still light, amid the giant wheels and strange engines, that one little dark figure clutching and clinging to the ingots had in it something both weird and piteous.  For five minutes or more Robert stood in the darkness amid the rain, looking in at this strange sight, while his father hardly moved save to cuddle closer to the gold, and to pat it with his thin hands.	engines	1892	machine is inanimate object without agency	0	0	test
"THE REDHILL SfSTERHOOD iu repress the thought how well he would look at the head of a troop of cavalry, giving the order to charge the enemy.  He led his machine to the side of thi_ footpath. ""  You have the advantage of me,"" said Loveday ; "" I haven't the remotest notion who you are."""	machine	1894	machine is inanimate object without agency	0	0	test
In general we were better served by the wo men than the men on those occasions.  The men seemed directed by a low sordid interest alone ; they seemed mere machines, and all their thoughts were employed in the care of their horses.  If we gently desired them to make more speed, they took not the least notice ; kind language was what they had by no means been used to.	machines	1806	human as a machine	1	1	test
This settled, the one last embarrassment left to deal with, was the embarrassment of Mr. Finch.  Now that we were free from all fear of encountering bad characters in the house, the boom-boom of the little man's big voice went on unintermit tingly, like a machine at work in the neigh bourhood.  I had another of my inspirations — sitting on the floor with Oscar's head on my lap.	machine	1872	human as a machine	1	1	test
To a superficial observer the American patrolman appears to differ greatly from the English constable.  The latter is a machine wound up to walk the streets in a plain but handsome uniform, to enter an occasional memorandum in a notebook, to preserve order to the best of his ability, and to answer the questions of countrymen.  A smile seldom lights up his solemn face; and if not quick, he is fairly intelligent.	machine	1891	human as a machine	1	1	test
To this edict Horace alludes in the well-known lines: It is probable, that had the old Grecian comedy continued 4° direct ils shafts of ridicule only against the inhabitants of Olympus, it would not have at tracted the coercion of the magistracy.  But its kingdom was far more extensive, and the poets claiming the privilege of laying their opinions on public affairs before the people in this shape, Cra tinus, Eupolis, and particularly Aristophanes, a daring, powerful, aud apparently unprincipled writer, converted comedy into an engine for assailing the credit and character of private individuals, as well as the persons and political measures of those who administered the state.  The doctrines of philo sophy, the power of the magistrate, the genius of the poet, the rites proper to the Deity, were alter nately made the subject of the most uncompromising and severe satire.	engine	1840	machine as a system	1	1	test
247 Jarvis opened the door of a long, well-lighted but narrow room, in the centre of which was a table extending to the lower end ; and on each side of it sat women busily engaged in stitching and bind ing shoes, and finishing off various articles of clothing ; while two were ticketing a pile of red flannel and blue hickory shirts.  Four sewing machines stood near the wall where grated windows ad mitted sunshine, and their hymn to Labour was the only sound that broke the brooding silence.  The room was scrupulously clean and tidy, and the inmates, wearing the regulation uniform of blue-striped homespun, appeared comparatively neat ; but sordid, sullen, re pulsively coarse and brutish were many of the countenances bent over the daily task, and now and then swift, furtive glances from downcast eyes betrayed close kinship with lower animals.	machines	1897	machine as a human	1	1	test
For this they have chosen a degraded king.  This their first executive officer is to be a machine, without any sort of deliberative discre tion in any one act of his function.  At best, he is but a channel to convey to the national assembly such matter as may import that body to know.	machine	1823	human as a machine	1	1	test
Little does that dairymaid know her own bliss, unless she has known what it is to stand churning three, four, five hours, obtaining nothing but froth, fancying she feels the thickening ofthe milk, and finding, like Dr. Johnson, 'nothing ensue,' till she hopes that nobody will speak to her because, hot, tired, worried as she is, she does not think she could speak without crying.  Happy is the Kerry maiden, who, having no dog-menial, like her Dutch sister, plays the part of machine for no more than an hour at furthest.  The 'butter never fails to be good, she says: a marvel full as great as the gliding of a scarlet coat and a 'three-cocked hat' over the lake.	machine	1867	human as a machine	0	1	test
lull the weary aching pain which never left Her sick heart for long, she took to visiting the poor people with Maud, and Helping in the various organizations connected Avith the parish.  Miss Carpenter did her visiting and Sunday-school teaching very much as a respectable machine might have accom plished it, not being gifted with a ready tongue and easy manners, and quite con scious of that fact.  Mona, on the contrary, with her soft voice and sweet face, came into the cottages like a streak of sunshine ; and if there had been any room for jealousy in Maud's mind it must have been excited.	machine	1891	human as a machine	1	1	test
And so it was.  But Mr St Abbe, instead of reviling poor Trotman as he would have liked to do, remembering the poor home he came from, and recognising in him not merely a weed-pulling machine but a fellow-human, marched off as fast as he could and put as much space as his premises provided be tween him and the innocent devastator of his favourite vegetable.  So he went in and told Clara, and then sat down and lighted a cigar, and tried, more or less successfully, to keep down a commingled upheaval of indignation, self-condemnation, regret, vindictiveness, and, above all, miserable fear that some people would be disposed to laugh at the mishap : as indeed many did when they heard of it.	machine	1892	human as a machine	0	1	test
And, therefore, in a kind of waking dream, Listen'd to some hot-water sprite, that hinted To have his meat chopp'd as the Times was printed, By steam !  Accordingly, in happy hour, A brand-new engine went to work, Chopping up pounds on pounds of pork With all the energy of two-horse power, And wonderful celerity — When, lo !  when everything to hope responded, Whether his head was turned by his prosperity, Whether he had some sly intrigue, in verity The man absconded !	engine	1891	machine is agent (purpose/work)	1	1	test
"Yedo Bay— Matsuwa's Sacrifice — Rapid Currents— Fair Islands— Atmo s pheric Effects— A Tight Fit— Shimonoseki— The Resources of Christian Civilization — A Big Indemnity — Grand Sea Scene and Mai de Mer — Nagasaki Harbour — Papenberg — Story of the Martyrs — Chinese Money Changers— Tortoise-shell Work — Schools and Missions.  IT was on an evening late in October that the donkey- engine on the P. & O. S.S. "" Sumatra "" ceased its continuous braying, and we glided out of the harbour of Yokohama, past the glooming bluff through which a few ruddy lights gleamed and twinkled, shining, we wot, on familiar faces, threaded our way through grey junks, showing their lights as civilized ships ought to do, cleav ing a smooth obsidian sea till we were past the lighthouse.  At the entrance to the Bay of Yedo white phosphorescent wavelets began to gleam, the good steamship to rock, and I climbed rather hastily to my humble hammock."	engine	1887	machine as an animal	1	1	test
"When Jacquard got to Paris he was set to work to make his machine on a much larger scale.  While so engaged, he was one day attracted by a machine that was weaving a shawl for the wife of Napoleon. ""  Rather an expensive job that, sir,"" he said to the director."	machine	1897	machine is agent (purpose/work)	1	1	test
The narrow margin by which he missed catching the Stranger put him both out of breath and out of temper, and he began running somewhat wildly, now hurrying forward at the top of his speed, now slowing down to recover his breath.  The Stranger, however, kept up his regular, even stride, rather with the precision of a machine than of a man being hunted down, and drew away slowly but surely from his pursuer, till his form was almost lost to the latter's sight in the growing gloom.  By this time they had passed Loch Kearsinish and the tarn beyond, and were heading down the valley towards the seashore.	machine	1893	human as a machine	1	1	test
"I did not think you were an artist in addition to your high business qualifications.""  Pray do not look on me as a mere machine, replied Ford with his peculiar smile. ""  But I must not keep you standing."	machine	1876	human as a machine	0	1	test
An hotel company, assisted by the Secretary of State for the Interior, appears to control it ; there are hotels at all the points of interest, guide-books, stalls for the sale of minerals, and so forth, after the model of Swiss summer places.  The tourists — may their master die an evil death at the hand of a mad locomotive !  — poured into that place with a joyful whoop, and, scarce washing the dust from themselves, began to cele brate the 4th of July.	locomotive	1897	machine as a human	1	1	test
"But, just as an engine cannot work well without an engineer, so it cannot be good for physical Avork to be done Avithout the mind to guide it.  As the mind can do great things within the sphere of imagination and theory, but cannot provide the body Avith its necessaries, so the brain-workers have become men of imagination and theory only, while the bodily toilers, deprived of necessary mental culture, have sunk to the level of beasts of burden, or soulless machines. ""  If the engineer leaves his engine, it may certainly- run for a time, but sooner or later it Avill stop work ; the water in the boiler Avill be exhausted, the bearings wear out or perhaps take fire, or something will happen, and the machine either come to a standstill or be destroyed."	machines	1897	human as a machine	0	1	test
"The artistic temperament is sanguine, and the artistic eye is kind.  Neither the grimness of Ellen's tone nor the gloom over her face had escaped Mr. Harden ; but they did not daunt him as they were meant to do, and the mere circumstance of Ellen's having deigned to address him, and having allowed her eyes to rest for a moment upon his face, filled him with a hope and happiness that sent him striding back to the station utterly regardless of what his sister called "" the danger to life and limb wrought by one who walks with the callousness of a steam-engine.""  "" I should think, Edward, I am big enough to be seen,"" she said indignantly, as he collided with her in the entrance to the station."	engine	1895	human as a machine	1	1	test
The presence among them of this one tragic face, perfectly colourless, self-com- manded, silent, wrapped in an abstraction which nobody could penetrate, had the strangest impressive effect upon them.  They did not dare to speak even to each other, but signed to each other for things they wanted, and worked like so many machines, fearing even to turn their eyes to- wards her.  Miss Jean, quite unable to control herself after this mysterious blow which she had given without knowing, had retired to the parlour, where she sat alone and cried, she knew not why.	machines	1891	human as a machine	1	1	test
A native soldier, of whatever rank, has no heroism, and he is ignorant of honour in every acceptation of the word.  Without owing na tural allegiance, or having any incentive to serve us, less ignoble than his pay, he is in our hands no better than a living machine.  What the men do not possess within themselves must be communicated by the officers : and to effect this important object an addition of Europeans to the native regiments is indispensable.	machine	1822	human as a machine	1	1	test
Having introduced us, she desired him to act as cicerone to me until I was tired.  He bowed, and I did not dispute the mandate, although I would rather have remained with her, and got to know something of the nature that lay behind those grey passionless fea tures, than turn to the society of that smug looking young gentleman who waited so respectfully, like a machine whose mainspring was awe.  I accompanied him nevertheless, and he showed me part of the Schloss, and en deavoured in the intervals of his tolerably arduous task of cicerone to make himself agreeable to me.	machine	1878	human as a machine	1	1	test
"One is sure to fall in with somebody to talk to ; either the huntsman ingratiating himself with his entry, the whip sweeping the yards, or the feeder filling his boiler or scalding his troughs.  It is pri vileged easiness — not idleness, but easiness — for the huntsman can ""make off"" a pup quite as well in the presence of a stranger as when alone, and the whip is not likely to be put off his work by answering "" interrogatories,"" as our friend Big bag of the Chancery bar calls his questions, nor the boiler turned from his purpose by listening to our rigmarole.  Therefore a man goes to the kennel with the certainty of a smiling reception and a gossip, instead of a gruff "" Well, what do you want ? '"	boiler	1885	human as a machine	1	1	test
I.I THE ENGLISH CONQUEST.  25 distinction of officer and private is broadly drawn, where the private soldier is little more than a machine in the hands of his commander, the effect may even be the other way.  But in an earlier state of things, where victory depends on the individual prowess of each man, nothing can be more levelling than warfare.	machine	1890	human as a machine	0	1	test
29 Thus re-assured, Miss Garnish announced her intention of asking Mr. Seebright to dinner, as soon as he arrived — and of requesting Mr.  Safe to assist at the entertainment ‚Äî for it had never entered her head that Safe, whom she looked upon as a mere legal machine, could venture to look upon her with other eyes than those befitting a junior partner ‚Äî of the firm, nothing more.  The sealing-wax, thereupon, retired from the august presence, together with the ex-clerk ; whose customary habits abandoned him utterly during the remainder of the day.	machine	1890	human as a machine	1	1	test
No, don't be conceited, Theodora ; I can get on without you now.  Nurse Perry is a good machine, in thorough working order, and Val is developing quite a new talent.  She knocks down the chairs now, not the fireirons, and she only very occasionally upsets that beastly but inevitable beef-tea on to a clean sheet.	machine	1896	human as a machine	0	1	test
69 o'clock with the regularity of machines.  With the exception that during the morning they could look forward to lunch-time, and during the afternoon know that every folio they penned brought them nearer to the hour when the underground railway or the 'bus might take them to their homes, their office life was little different from the life of a machine.  Still the entrance of such a notable client as Mdlle.	machine	1886	human as a machine	1	1	test
His performance was the same.  And now they took him for a crazy engine whose madness had infected the whole neighbourhood.  Now was the moment to fight for sleep in contempt of him, and they began by simulating an entry into the fortress they were to defend, plunging on their pillows, battening down their eyelids, breathing with a dreadful regularity.	engine	1897	human as a machine	1	1	test
64 a wide strip of green all along one side of the road, where donkeys were browsing and geese, and a party of lazy white ducks were taking an afternoon siesta with their heads tucked under their wings.  I threw a little stone at them, but instead of rousing them from their slumbers it only excited the ire of the geese, who hotly pursued me, with long necks outstretched, hissing like steam engines, while I scuttled back to David's protection, much to the amusement of the A7illage.  Then, after a mile or so of elm-tree and hedge-row, came another little scrap of a village or rather hamlet.	engines	1892	other	1	1	test
"personal grounds ; and New York gave to Grover Cleve land, the Democratic candidate for governor, the unprece dented majority of one hundred and ninety thousand, although the opposing candidate was Mr. Folger, the Sec retary of the Treasury, who had been the Chief Judge of the New York Court of Appeals.  These defeats were regarded as warnings to the Republicans that they could win the coming contest only by nominating good candi dates, without the intervention of the "" machine "" and the ""bosses.""  A step in the direction of greater freedom within the party, and in curtailment of the powers sometimes exer cised by leaders in disregard of the popular will, was taken at a meeting of the Republican National Committee held in 1883."	machine	1888	machine as a system	1	1	test
"added M. le Vicomte, in a low voice to Eva, AA7ho passed close enough to recei\7e the note A\7hich under cover of the darkness he passed into her hand.  The two Parisians followed the group at a short distance, laughing at the Avhole masculine part of the British nation ; as if those sturdy sons of Albion, who think themselves more than a match for the Avorld in arms, Avere nothing better than machines or gorillas. ""  Do you know those two fellows ? """	machines	1880	human as a machine	0	1	test
"Gendarmes in brass helmets and blue coats stand guard  6 CONSTANTINOPLE : over the carriage doors ; the third bell rings, the guard whistles, the engine gives a little shriek, the guard whistles again, another pro longed shriek from the engine, and we move majestically, though slowly, forward.  ""We have placed ourselves in the little verandah at the end of the carriage to give our friends a last nod, a score of whom are waving hands and hats as if seeing us again were a pro bability on which they scarcely reckoned."	engine	1878	machine as a human	1	1	test
"As chamberlain to his late Highness the Duke of Lucca, it is expected of me to organize everything.  One can leave nothing to that animal Baldassare — he has no head, no system; — he dances well, but like a machine.  The ball was magnificent — a great suc cess,"" he continued, speaking rapidly, for"	machine	1875	human as a machine	1	1	test
"PATHS THAT CROSS.  24 "" Th' masters looked on th' men as so many machines, to git as much work out of for as little wage as they could.  No rest, — no hope o' rest, — for th' workin' man in them days ; he pieced out a livin' as best he could, from his cradle to th' grave. """	machines	1895	human as a machine	0	1	test
201. communicate crosswise with the ends of the valve-chest; that is to say, D is connected with the end R', and D' with the end R. Bearing these details of construction in mind, the action of the drill can be followed.  The drawing shows the machine ready to begin its forward stroke.  The rear end of the valve-chest is con nected with D, which is closed by the piston, whdst the front R is open through D' and the annular recess S to the port F and the atmosphere.	machine	1894	machine is agent (movement)	1	1	test
Miss Ogden smiled, but was silent ; Leo pold had turned from the Sphinx to her. '  I always thought the ancient Egyptians were a perfectly unnatural people,' said Edward, ' more like machines than human beings.'  ' This now, it depends upon what you call natural/ said Leopold. '	machines	1879	human as a machine	1	1	test
"Sometimes one man followed half-a-dozen cows, sometimes one cow was followed by half-a-dozen men.— In donkey-carts women rode alone, the men, whip in hand, walking by their side ; and in waggons drawn by oxen were young pigs, or else an old woman and a refractory calf sitting together on the straw.— On footpaths across the fields, or on distant roads, more peasants were walking away, cattle at their heels.— The nearer we came to the town, the greater was the crowd.  The worst of it was, the people were surly ; not one would get out of our way until the last minute, and many pretended not to see us coming, though the machine, held in by the brake, squeaked a pitiful warning.  Finally, in the street of La Palisse, we could hardly get on for the cows and oxen, and donkeys and people. """	machine	1893	machine is agent (mental state)	1	1	test
Let this serve to illustrate the point that our political enemies have deceived us with promises to reduce the debt, to institute reforms, &c. &c, uone of which they have kept, and now we must have the government separated from them by such a divorce as will be decreed to morrow, &c. &c. 3.  Arguments, followed by the story of the Kickapoo Indian who saw a locomotive approach ing upon the plains, and thinking it was a superior breed of buffalo, determined to capture it, so that he could take the first prize at the Kickapoo agricultural fair.  He tied his lasso to his waist and threw the other end over the smoke-stack.	locomotive	1882	machine is agent (movement)	1	1	test
